Tension,Alpha,Beta,Wv,Cv,Ytp1,V,Initial_heel_angle
110,38,-35,10.288,2.058,0.6,0,10.658
110,38,-35,18.004,0,0.6,2.058,7.768
110,38,-25,-20.576,-1.543,1.75,-0.514,1.084
110,38,-25,-18.004,1.029,1.75,1.543,1.73
110,38,-25,-10.288,-1.029,0.6,-1.029,4.085
110,38,-25,-5.144,1.543,0.6,1.029,4.789
110,38,-25,5.144,0,1.75,-1.543,8.284
110,38,-25,15.432,-2.058,1.75,0.514,5.484
110,38,-25,18.004,0.514,0.6,-2.058,13.713
110,38,-15,-20.576,-1.543,0.6,0,-2.793
110,38,-15,-18.004,1.029,-0.65,2.058,-3.158
110,38,-15,-10.288,-0.514,1.75,-0.514,3.397
110,38,-15,-5.144,2.058,1.75,1.543,4.131
110,38,-15,5.144,0,0.6,-1.029,4.287
110,38,-15,15.432,-2.058,-0.65,1.029,-0.54
110,38,-15,18.004,1.029,1.75,-1.543,12.888
110,38,-5,-20.576,-1.029,1.75,0.514,-3.634
110,38,-5,-18.004,1.543,0.6,-2.058,5.335
110,38,-5,-10.288,-0.514,-0.65,0,-1.123
110,38,-5,0,-2.058,1.75,2.058,-6.198
110,38,-5,5.144,0.514,1.75,-0.514,3.621
110,38,-5,15.432,-1.543,0.6,1.543,-1.179
110,38,-5,18.004,1.029,-0.65,-1.029,6.673
110,40,-85,-18.004,-2.058,1.75,1.029,3.486
110,40,-85,-15.432,0.514,0.6,-1.543,13.036
110,40,-85,-5.144,-1.543,0.6,0.514,10.344
110,40,-85,10.288,-0.514,1.75,0,14.456
110,40,-85,15.432,2.058,1.75,2.058,15.649
110,40,-75,-18.004,-2.058,-0.65,1.543,1.15
110,40,-75,-15.432,1.029,1.75,-1.029,12.83
110,40,-75,-5.144,-1.029,1.75,1.029,10.195
110,40,-75,10.288,-0.514,-0.65,0.514,13.149
110,40,-65,-15.432,1.029,-0.65,-0.514,10.719
110,40,-65,-5.144,-0.514,1.75,1.543,9.592
110,40,-65,10.288,0,0.6,1.029,12.785
110,40,-65,18.004,-2.058,-0.65,-1.543,17.204
110,40,-55,-18.004,-1.029,1.75,-2.058,9.192
110,40,-55,-15.432,1.543,0.6,0,9.675
110,40,-55,-5.144,-0.514,0.6,2.058,6.965
110,40,-55,5.144,-2.058,1.75,-0.514,10.838
110,40,-55,10.288,0.514,1.75,1.543,12.13
110,40,-55,18.004,-1.543,0.6,-1.029,15.697
110,40,-55,20.576,1.029,0.6,1.029,16.228
110,40,-45,-18.004,-0.514,1.75,-1.543,7.679
110,40,-45,-15.432,2.058,1.75,0.514,8.637
110,40,-45,-5.144,0,0.6,-2.058,11.349
110,40,-45,5.144,-2.058,0.6,0,7.071
110,40,-45,10.288,0.514,-0.65,2.058,7.162
110,40,-45,18.004,-1.029,1.75,-0.514,14.562
110,40,-45,20.576,1.543,1.75,1.543,14.951
110,40,-35,-18.004,-0.514,0.6,-1.029,3.785
110,40,-35,-15.432,2.058,-0.65,1.029,3.087
110,40,-35,-5.144,0.514,1.75,-1.543,10.663
110,40,-35,5.144,-1.543,1.75,0.514,6.333
110,40,-35,10.288,1.029,0.6,-2.058,14.275
110,40,-35,18.004,-1.029,-0.65,0,9.093
110,40,-35,20.576,2.058,1.75,2.058,12.712
110,40,-25,-18.004,0,1.75,-0.514,2.944
110,40,-25,-10.288,-2.058,0.6,1.543,-3.167
110,40,-25,-5.144,0.514,-0.65,-1.029,4.919
110,40,-25,5.144,-1.029,1.75,1.029,4.362
110,40,-25,10.288,1.543,1.75,-1.543,13.514
110,40,-25,18.004,-0.514,0.6,0.514,8.362
110,40,-15,-18.004,0.514,1.75,0,0.908
110,40,-15,-10.288,-1.543,1.75,2.058,-3.983
110,40,-15,-5.144,1.029,0.6,-0.514,4.337
110,40,-15,10.288,2.058,1.75,-1.029,11.399
110,40,-15,18.004,0,1.75,1.029,7.462
110,40,-5,-20.576,-2.058,0.6,-1.543,-2.767
110,40,-5,-18.004,0.514,0.6,0.514,-2.406
110,40,-5,-10.288,-1.029,1.75,-2.058,2.438
110,40,-5,-5.144,1.543,1.75,0,3.607
110,40,-5,5.144,-0.514,1.75,2.058,-0.621
110,40,-5,10.288,2.058,0.6,-0.514,6.375
110,40,-5,18.004,0,-0.65,1.543,2.117
110,45,-85,-20.576,1.543,1.75,-1.029,12.751
110,45,-85,-15.432,-0.514,0.6,1.029,8.876
110,45,-85,0,0.514,1.75,0.514,13.787
110,45,-85,10.288,-1.543,1.75,-2.058,16.088
110,45,-85,15.432,1.029,0.6,0,18.782
110,45,-85,20.576,-1.029,0.6,2.058,12.486
110,45,-75,-20.576,2.058,1.75,-0.514,12.208
110,45,-75,-15.432,0,1.75,1.543,8.547
110,45,-75,-5.144,-2.058,0.6,-1.029,12.467
110,45,-75,0,0.514,0.6,1.029,13.095
110,45,-75,10.288,-1.029,1.75,-1.543,15.505
110,45,-75,15.432,1.543,1.75,0.514,18.191
110,45,-65,-20.576,2.058,0.6,0,9.847
110,45,-65,-15.432,0,-0.65,2.058,6.45
110,45,-65,-5.144,-1.543,1.75,-0.514,12.084
110,45,-65,0,1.029,1.75,1.543,12.765
110,45,-65,10.288,-1.029,0.6,-1.029,14.261
110,45,-65,15.432,1.543,-0.65,1.029,15.115
110,45,-55,-18.004,-2.058,1.75,0.514,4.129
110,45,-55,-15.432,0.514,0.6,-2.058,13.078
110,45,-55,-5.144,-1.543,-0.65,0,8.576
110,45,-55,0,1.543,1.75,2.058,11.91
110,45,-55,10.288,-0.514,1.75,-0.514,13.548
110,45,-55,15.432,2.058,0.6,1.543,14.116
110,45,-55,20.576,0,-0.65,-1.029,16.994
110,45,-45,-18.004,-1.543,1.75,1.029,2.618
110,45,-45,-15.432,1.029,1.75,-1.543,12.048
110,45,-45,-5.144,-1.029,0.6,0.514,7.712
110,45,-45,0,1.543,-0.65,-2.058,15.305
110,45,-45,10.288,0,1.75,0,12.062
110,45,-45,18.004,-2.058,1.75,2.058,4.425
110,45,-45,20.576,0.514,0.6,-0.514,15.642
110,45,-35,-18.004,-1.543,0.6,1.543,-2.112
110,45,-35,-15.432,1.543,1.75,-1.029,9.784
110,45,-35,-5.144,-0.514,1.75,1.029,6.822
110,45,-35,0,2.058,0.6,-1.543,14.641
110,45,-35,10.288,0,0.6,0.514,8.437
110,45,-35,18.004,-1.543,1.75,-2.058,13.802
110,45,-35,20.576,1.029,1.75,0,14.506
110,45,-25,-18.004,-1.029,1.75,2.058,-3.182
110,45,-25,-15.432,1.543,0.6,-0.514,5.007
110,45,-25,-5.144,-0.514,-0.65,1.543,1.438
110,45,-25,5.144,-2.058,1.75,-1.029,6.46
110,45,-25,10.288,0.514,1.75,1.029,7.496
110,45,-25,18.004,-1.543,0.6,-1.543,10.125
110,45,-25,20.576,1.029,-0.65,0.514,9.191
110,45,-15,-18.004,-0.514,1.75,-2.058,2.825
110,45,-15,-15.432,2.058,1.75,0,3.989
110,45,-15,-5.144,0,0.6,2.058,0.645
110,45,-15,5.144,-2.058,-0.65,-0.514,1.388
110,45,-15,10.288,1.029,1.75,1.543,5.33
110,45,-15,18.004,-1.029,1.75,-1.029,9.015
110,45,-15,20.576,1.543,0.6,1.029,8.209
110,45,-5,-18.004,-0.514,-0.65,-1.543,-2.194
110,45,-5,-10.288,-2.058,1.75,0.514,-2.157
110,45,-5,-5.144,0.514,1.75,-2.058,5.991
110,45,-5,5.144,-1.543,0.6,0,0.588
110,45,-5,10.288,1.029,0.6,2.058,1.739
110,45,-5,18.004,-0.514,1.75,-0.514,6.662
110,45,-5,20.576,2.058,1.75,1.543,7.045
110,50,-85,-20.576,0.514,1.75,1.543,7.41
110,50,-85,-15.432,-1.543,0.6,-1.029,11.204
110,50,-85,-10.288,1.029,-0.65,1.029,12.049
110,50,-85,0,-0.514,1.75,-1.543,14.823
110,50,-85,5.144,2.058,1.75,0.514,16.032
110,50,-85,20.576,-2.058,-0.65,0,16.894
110,50,-75,-20.576,1.029,1.75,2.058,6.803
110,50,-75,-15.432,-1.029,1.75,-0.514,10.945
110,50,-75,-10.288,1.543,0.6,1.543,11.882
110,50,-75,0,-0.514,-0.65,-1.029,13.447
110,50,-75,10.288,-2.058,1.75,1.029,9.57
110,50,-75,20.576,-1.543,0.6,0.514,16.631
110,50,-65,-20.576,1.029,-0.65,-2.058,13.752
110,50,-65,-15.432,-0.514,1.75,0,10.123
110,50,-65,-10.288,2.058,1.75,2.058,11.355
110,50,-65,0,0,0.6,-0.514,13.152
110,50,-65,10.288,-2.058,0.6,1.543,6.722
110,50,-65,20.576,-1.029,1.75,1.029,15.828
110,50,-55,-20.576,1.543,0.6,-1.543,12.693
110,50,-55,-15.432,-0.514,0.6,0.514,8.127
110,50,-55,-5.144,-2.058,1.75,-2.058,12.239
110,50,-55,0,0.514,1.75,0,12.506
110,50,-55,10.288,-1.543,1.75,2.058,5.857
110,50,-55,15.432,1.029,0.6,-0.514,16.812
110,50,-55,20.576,-1.029,-0.65,1.543,11.341
110,50,-45,-20.576,2.058,1.75,-1.029,11.503
110,50,-45,-15.432,0,1.75,1.029,6.895
110,50,-45,-5.144,-2.058,0.6,-1.543,9.404
110,50,-45,0,0.514,-0.65,0.514,8.426
110,50,-45,10.288,-1.029,1.75,-2.058,13.409
110,50,-45,15.432,1.543,1.75,0,15.278
110,50,-45,20.576,-0.514,0.6,2.058,10.28
110,50,-35,-20.576,2.058,-0.65,-0.514,5.139
110,50,-35,-15.432,0.514,1.75,1.543,4.614
110,50,-35,-5.144,-1.543,1.75,-1.029,8.421
110,50,-35,0,1.029,0.6,1.029,7.611
110,50,-35,10.288,-1.029,-0.65,-1.543,8.267
110,50,-35,15.432,2.058,1.75,0.514,12.92
110,50,-25,-18.004,-2.058,0.6,0,-0.441
110,50,-25,-15.432,0.514,0.6,2.058,0.72
110,50,-25,-5.144,-1.029,1.75,-0.514,6.232
110,50,-25,0,1.543,1.75,1.543,6.616
110,50,-25,10.288,-0.514,0.6,-1.029,7.272
110,50,-25,15.432,2.058,0.6,1.029,8.713
110,50,-25,20.576,0.514,1.75,-1.543,15.171
110,50,-15,-18.004,-1.543,1.75,0.514,-1.649
110,50,-15,-15.432,1.029,0.6,-2.058,6.509
110,50,-15,-5.144,-1.029,0.6,0,2.653
110,50,-15,0,1.543,-0.65,2.058,2.242
110,50,-15,10.288,0,1.75,-0.514,6.093
110,50,-15,18.004,-2.058,1.75,1.543,0.892
110,50,-15,20.576,0.514,0.6,-1.029,10.555
110,50,-5,-18.004,-1.543,-0.65,1.029,-7.301
110,50,-5,-15.432,1.543,1.75,-1.543,5.258
110,50,-5,-5.144,-0.514,1.75,0.514,1.565
110,50,-5,0,2.058,0.6,-2.058,10.778
110,50,-5,10.288,0,-0.65,0,1.654
110,50,-5,18.004,-1.543,1.75,2.058,-1.286
110,50,-5,20.576,1.029,1.75,-0.514,9.168
110,55,-85,-20.576,-0.514,0.6,-0.514,9.178
110,55,-85,-18.004,2.058,0.6,1.543,9.582
110,55,-85,-10.288,0.514,1.75,-1.029,14.759
110,55,-85,0,-1.543,1.75,1.029,10.724
110,55,-85,15.432,-1.029,0.6,0.514,15.733
110,55,-75,-20.576,0,1.75,0,8.787
110,55,-75,-15.432,-2.058,1.75,2.058,0.86
110,55,-75,-10.288,0.514,0.6,-0.514,13.246
110,55,-75,0,-1.543,-0.65,1.543,8.285
110,55,-75,15.432,-0.514,1.75,1.029,15.525
110,55,-65,-20.576,0,-0.65,0.514,7.352
110,55,-65,-15.432,-1.543,1.75,-2.058,11.384
110,55,-65,-10.288,1.029,1.75,0,12.754
110,55,-65,0,-1.029,0.6,2.058,7.821
110,55,-65,5.144,1.543,-0.65,-0.514,15.735
110,55,-65,15.432,0,1.75,1.543,14.553
110,55,-55,-20.576,0.514,0.6,1.029,6.08
110,55,-55,-15.432,-1.543,-0.65,-1.543,8.446
110,55,-55,-10.288,1.543,1.75,0.514,11.643
110,55,-55,0,-0.514,1.75,-2.058,13.891
110,55,-55,5.144,2.058,0.6,0,14.704
110,55,-55,15.432,0,0.6,2.058,11.898
110,55,-45,-20.576,1.029,1.75,1.543,4.713
110,55,-45,-15.432,-1.029,0.6,-1.029,7.303
110,55,-45,-10.288,1.543,0.6,1.029,8.448
110,55,-45,0,0,1.75,-1.543,12.392
110,55,-45,10.288,-2.058,1.75,0.514,8.452
110,55,-45,20.576,-1.543,0.6,0,13.813
110,55,-35,-15.432,-0.514,1.75,-0.514,6.049
110,55,-35,-10.288,2.058,1.75,1.543,7.23
110,55,-35,0,0,0.6,-1.029,8.406
110,55,-35,10.288,-2.058,-0.65,1.029,2.624
110,55,-35,15.432,1.029,1.75,-1.543,16.657
110,55,-35,20.576,-1.029,1.75,0.514,12.577
110,55,-25,-20.576,1.543,0.6,-2.058,8.659
110,55,-25,-15.432,-0.514,-0.65,0,1.732
110,55,-25,-5.144,-2.058,1.75,2.058,-2.953
110,55,-25,0,0.514,1.75,-0.514,7.259
110,55,-25,10.288,-1.543,0.6,1.543,1.522
110,55,-25,15.432,1.029,-0.65,-1.029,10.304
110,55,-25,20.576,-0.514,1.75,1.029,10.131
110,55,-15,-20.576,2.058,1.75,-1.543,7.19
110,55,-15,-15.432,0,0.6,0.514,0.49
110,55,-15,-5.144,-2.058,-0.65,-2.058,2.482
110,55,-15,0,1.029,1.75,0,5.059
110,55,-15,10.288,-1.029,1.75,2.058,0.276
110,55,-15,15.432,1.543,0.6,-0.514,9.01
110,55,-15,20.576,-0.514,0.6,1.543,5.617
110,55,-5,-18.004,-2.058,1.75,-1.029,-1.492
110,55,-5,-15.432,0.514,1.75,1.029,-0.883
110,55,-5,-5.144,-1.543,0.6,-1.543,1.335
110,55,-5,0,1.029,0.6,0.514,1.618
110,55,-5,10.288,-0.514,1.75,-2.058,5.426
110,55,-5,15.432,2.058,1.75,0,7.505
110,55,-5,20.576,0,1.75,2.058,4.145
110,60,-85,-20.576,-1.543,0.6,2.058,0.923
110,60,-85,-18.004,1.029,-0.65,-0.514,11.555
110,60,-85,-10.288,-0.514,1.75,1.543,10.481
110,60,-85,5.144,0,0.6,1.029,13.927
110,60,-75,-20.576,-1.029,1.75,-2.058,10.568
110,60,-75,-18.004,1.543,0.6,0,11.292
110,60,-75,-10.288,-0.514,0.6,2.058,8.369
110,60,-75,0,-2.058,1.75,-0.514,12.964
110,60,-75,5.144,0.514,1.75,1.543,13.863
110,60,-65,-20.576,-0.514,1.75,-1.543,9.606
110,60,-65,-18.004,2.058,1.75,0.514,10.615
110,60,-65,-10.288,0,0.6,-2.058,14.814
110,60,-65,0,-2.058,0.6,0,10.942
110,60,-65,5.144,0.514,-0.65,2.058,11.811
110,60,-65,15.432,-1.029,1.75,-0.514,17.628
110,60,-55,-20.576,-0.514,0.6,-1.029,7.477
110,60,-55,-18.004,2.058,-0.65,1.029,7.121
110,60,-55,-10.288,0.514,1.75,-1.543,13.987
110,60,-55,0,-1.543,1.75,0.514,10.15
110,60,-55,15.432,-1.029,-0.65,0,13.308
110,60,-55,18.004,2.058,1.75,2.058,15.975
110,60,-45,-20.576,0,1.75,-0.514,6.057
110,60,-45,-15.432,-2.058,0.6,1.543,-0.474
110,60,-45,-10.288,0.514,-0.65,-1.029,9.222
110,60,-45,0,-1.029,1.75,1.029,8.584
110,60,-45,5.144,1.543,1.75,-1.543,18.848
110,60,-45,15.432,-0.514,0.6,0.514,12.203
110,60,-35,-20.576,0.514,1.75,0,3.735
110,60,-35,-15.432,-1.543,1.75,2.058,-1.876
110,60,-35,-10.288,1.029,0.6,-0.514,8.051
110,60,-35,0,-1.029,0.6,1.543,4.225
110,60,-35,5.144,2.058,1.75,-1.029,14.734
110,60,-35,15.432,0,1.75,1.029,10.887
110,60,-35,20.576,-2.058,0.6,-1.543,13.859
110,60,-25,-20.576,0.514,0.6,0.514,0.516
110,60,-25,-15.432,-1.029,1.75,-2.058,5.004
110,60,-25,-10.288,1.543,1.75,0,6.639
110,60,-25,0,-0.514,1.75,2.058,2.963
110,60,-25,5.144,2.058,0.6,-0.514,9.869
110,60,-25,15.432,0,-0.65,1.543,5.856
110,60,-25,20.576,-1.543,1.75,-1.029,12.368
110,60,-15,-20.576,1.029,1.75,1.029,-1.039
110,60,-15,-15.432,-1.029,0.6,-1.543,1.487
110,60,-15,-10.288,1.543,-0.65,0.514,1.937
110,60,-15,0,0,1.75,-2.058,6.779
110,60,-15,10.288,-2.058,1.75,0,3.395
110,60,-15,15.432,0.514,0.6,2.058,4.444
110,60,-15,20.576,-1.543,-0.65,-0.514,7.502
110,60,-5,-20.576,1.543,1.75,1.543,-3.43
110,60,-5,-15.432,-0.514,1.75,-1.029,-0.028
110,60,-5,-10.288,2.058,0.6,1.029,0.532
110,60,-5,0,0,-0.65,-1.543,1.885
110,60,-5,10.288,-1.543,1.75,0.514,1.125
110,60,-5,15.432,1.029,1.75,-2.058,11.205
110,60,-5,20.576,-1.029,0.6,0,5.887
130,20,-85,-18.004,0,-0.65,2.058,4.917
130,20,-85,-10.288,-1.543,1.75,-0.514,10.526
130,20,-85,-5.144,1.029,1.75,1.543,11.58
130,20,-85,5.144,-1.029,0.6,-1.029,12.586
130,20,-85,10.288,1.543,-0.65,1.029,13.137
130,20,-75,-20.576,-2.058,1.75,0.514,3.125
130,20,-75,-18.004,0.514,0.6,-2.058,12.494
130,20,-75,-10.288,-1.543,-0.65,0,9.295
130,20,-75,-5.144,1.543,1.75,2.058,11.332
130,20,-75,5.144,-0.514,1.75,-0.514,12.492
130,20,-75,10.288,2.058,0.6,1.543,13.031
130,20,-75,18.004,0,-0.65,-1.029,17.487
130,20,-65,-20.576,-1.543,1.75,1.029,2.577
130,20,-65,-18.004,1.029,1.75,-1.543,12.112
130,20,-65,-10.288,-1.029,0.6,0.514,8.964
130,20,-65,5.144,0,1.75,0,12.11
130,20,-65,15.432,-2.058,1.75,2.058,4.691
130,20,-65,18.004,0.514,0.6,-0.514,16.814
130,20,-55,-20.576,-1.543,0.6,1.543,-0.031
130,20,-55,-18.004,1.543,1.75,-1.029,11.441
130,20,-55,-10.288,-0.514,1.75,1.029,8.449
130,20,-55,5.144,0,0.6,0.514,10.894
130,20,-55,15.432,-1.543,1.75,-2.058,15.188
130,20,-55,18.004,1.029,1.75,0,16.001
130,20,-45,-20.576,-1.029,1.75,2.058,-0.841
130,20,-45,-18.004,1.543,0.6,-0.514,7.011
130,20,-45,-10.288,-0.514,-0.65,1.543,2.591
130,20,-45,0,-2.058,1.75,-1.029,9.704
130,20,-45,5.144,0.514,1.75,1.029,10.334
130,20,-45,15.432,-1.543,0.6,-1.543,11.935
130,20,-45,18.004,1.029,-0.65,0.514,10.302
130,20,-35,-20.576,-0.514,1.75,-2.058,5.441
130,20,-35,-18.004,2.058,1.75,0,6.669
130,20,-35,-10.288,0,0.6,2.058,2.465
130,20,-35,0,-2.058,-0.65,-0.514,3.323
130,20,-35,5.144,1.029,1.75,1.543,8.32
130,20,-35,15.432,-1.029,1.75,-1.029,11.625
130,20,-35,18.004,1.543,0.6,1.029,10.154
130,20,-25,-20.576,-0.514,-0.65,-1.543,-0.653
130,20,-25,-10.288,0.514,1.75,-2.058,9.35
130,20,-25,0,-1.543,0.6,0,3.512
130,20,-25,5.144,1.029,0.6,2.058,4.313
130,20,-25,15.432,-0.514,1.75,-0.514,9.65
130,20,-25,18.004,2.058,1.75,1.543,10.001
130,20,-15,-20.576,0,0.6,-1.029,-0.632
130,20,-15,-15.432,-2.058,0.6,1.029,-4.834
130,20,-15,-10.288,1.029,1.75,-1.543,7.534
130,20,-15,0,-1.029,1.75,0.514,3.62
130,20,-15,5.144,1.543,0.6,-2.058,10.817
130,20,-15,15.432,-0.514,0.6,0,5.809
130,20,-15,18.004,2.058,-0.65,2.058,4.248
130,20,-5,-20.576,0.514,1.75,-0.514,-0.727
130,20,-5,-15.432,-1.543,1.75,1.543,-4.898
130,20,-5,-10.288,1.029,0.6,-1.029,2.812
130,20,-5,0,-1.029,-0.65,1.029,-2.344
130,20,-5,5.144,2.058,1.75,-1.543,10.859
130,20,-5,15.432,0,1.75,0.514,5.761
130,20,-5,20.576,-2.058,0.6,-2.058,7.645
130,25,-85,-18.004,-0.514,1.75,0,9.162
130,25,-85,-15.432,2.058,1.75,2.058,9.535
130,25,-85,-5.144,0,0.6,-0.514,12.979
130,25,-85,5.144,-2.058,0.6,1.543,6.181
130,25,-85,18.004,-1.029,1.75,1.029,14.447
130,25,-75,-18.004,-0.514,0.6,0.514,8.171
130,25,-75,-10.288,-2.058,1.75,-2.058,12.254
130,25,-75,-5.144,0.514,1.75,0,12.898
130,25,-75,5.144,-1.543,1.75,2.058,6.028
130,25,-75,10.288,1.029,0.6,-0.514,15.719
130,25,-75,18.004,-1.029,-0.65,1.543,12.405
130,25,-65,-18.004,0,1.75,1.029,7.648
130,25,-65,-10.288,-2.058,0.6,-1.543,11.464
130,25,-65,-5.144,0.514,-0.65,0.514,11.981
130,25,-65,5.144,-1.029,1.75,-2.058,13.872
130,25,-65,10.288,1.543,1.75,0,15.321
130,25,-65,18.004,-0.514,0.6,2.058,12.007
130,25,-55,-18.004,0.514,1.75,1.543,6.83
130,25,-55,-10.288,-1.543,1.75,-1.029,10.921
130,25,-55,-5.144,1.029,0.6,1.029,11.087
130,25,-55,5.144,-1.029,-0.65,-1.543,10.274
130,25,-55,10.288,2.058,1.75,0.514,14.55
130,25,-45,-20.576,-2.058,0.6,0,1.834
130,25,-45,-18.004,0.514,0.6,2.058,3.026
130,25,-45,-10.288,-1.029,1.75,-0.514,9.614
130,25,-45,-5.144,1.543,1.75,1.543,10.384
130,25,-45,5.144,-0.514,0.6,-1.029,9.738
130,25,-45,10.288,2.058,0.6,1.029,10.755
130,25,-35,-20.576,-1.543,1.75,0.514,1.282
130,25,-35,-18.004,1.029,0.6,-2.058,9.193
130,25,-35,-10.288,-1.029,0.6,0,5.203
130,25,-35,-5.144,1.543,-0.65,2.058,4.416
130,25,-35,5.144,0,1.75,-0.514,9.383
130,25,-35,15.432,-2.058,1.75,1.543,4.109
130,25,-35,18.004,0.514,0.6,-1.029,12.792
130,25,-25,-20.576,-1.543,-0.65,1.029,-5.375
130,25,-25,-18.004,1.543,1.75,-1.543,8.837
130,25,-25,-10.288,-0.514,1.75,0.514,4.917
130,25,-25,-5.144,2.058,0.6,-2.058,14.327
130,25,-25,5.144,0,-0.65,0,3.654
130,25,-25,15.432,-1.543,1.75,2.058,2.126
130,25,-25,18.004,1.029,1.75,-0.514,12.42
130,25,-15,-20.576,-1.029,0.6,1.543,-5.649
130,25,-15,-18.004,1.543,-0.65,-1.029,1.732
130,25,-15,-10.288,0,1.75,1.029,3.006
130,25,-15,0,-2.058,1.75,-1.543,4.942
130,25,-15,5.144,0.514,0.6,0.514,3.64
130,25,-15,15.432,-1.543,-0.65,-2.058,5.298
130,25,-15,18.004,1.543,1.75,0,10.321
130,25,-5,-20.576,-0.514,1.75,2.058,-6.027
130,25,-5,-18.004,2.058,0.6,-0.514,1.583
130,25,-5,-10.288,0,0.6,1.543,-1.112
130,25,-5,0,-1.543,1.75,-1.029,3.171
130,25,-5,5.144,1.029,1.75,1.029,3.492
130,25,-5,15.432,-1.029,0.6,-1.543,5.146
130,25,-5,18.004,1.543,0.6,0.514,5.783
130,30,-85,-18.004,-1.543,1.75,-2.058,11.23
130,30,-85,-15.432,1.029,1.75,0,11.868
130,30,-85,-5.144,-1.029,0.6,2.058,8.138
130,30,-85,0,1.543,-0.65,-0.514,16.256
130,30,-85,10.288,0,1.75,1.543,13.805
130,30,-75,-18.004,-1.543,-0.65,-1.543,10.293
130,30,-75,-15.432,1.543,1.75,0.514,11.431
130,30,-75,-5.144,-0.514,1.75,-2.058,15.175
130,30,-75,0,2.058,0.6,0,16.339
130,30,-75,10.288,0,0.6,2.058,12.263
130,30,-65,-18.004,-1.029,0.6,-1.029,9.808
130,30,-65,-15.432,1.543,0.6,1.029,10.163
130,30,-65,-5.144,0,1.75,-1.543,14.624
130,30,-65,5.144,-2.058,1.75,0.514,10.106
130,30,-65,18.004,-1.543,0.6,0,16.137
130,30,-65,20.576,1.029,-0.65,2.058,17.252
130,30,-55,-18.004,-0.514,1.75,-0.514,9.05
130,30,-55,-15.432,2.058,1.75,1.543,9.417
130,30,-55,-5.144,0,0.6,-1.029,12.598
130,30,-55,5.144,-2.058,-0.65,1.029,5.37
130,30,-55,18.004,-1.029,1.75,0.514,15.27
130,30,-45,-18.004,-0.514,-0.65,0,3.872
130,30,-45,-5.144,0.514,1.75,-0.514,11.829
130,30,-45,5.144,-1.543,0.6,1.543,4.705
130,30,-45,10.288,1.029,-0.65,-1.029,11.738
130,30,-45,18.004,-0.514,1.75,1.029,13.699
130,30,-35,-18.004,0,0.6,0.514,3.34
130,30,-35,-10.288,-2.058,-0.65,-2.058,4.933
130,30,-35,-5.144,1.029,1.75,0,9.57
130,30,-35,5.144,-1.029,1.75,2.058,4.199
130,30,-35,10.288,1.543,0.6,-0.514,11.349
130,30,-35,18.004,-0.514,0.6,1.543,8.564
130,30,-25,-20.576,-2.058,1.75,-1.029,2.117
130,30,-25,-18.004,0.514,1.75,1.029,2.758
130,30,-25,-10.288,-1.543,0.6,-1.543,4.629
130,30,-25,-5.144,1.029,0.6,0.514,5.295
130,30,-25,5.144,-0.514,1.75,-2.058,9.179
130,30,-25,10.288,2.058,1.75,0,10.872
130,30,-25,18.004,0,1.75,2.058,7.998
130,30,-15,-20.576,-2.058,0.6,-0.514,-2.202
130,30,-15,-18.004,0.514,-0.65,1.543,-2.958
130,30,-15,-10.288,-1.029,1.75,-1.029,4.189
130,30,-15,-5.144,1.543,1.75,1.029,4.89
130,30,-15,5.144,-0.514,0.6,-1.543,4.679
130,30,-15,10.288,2.058,-0.65,0.514,4.233
130,30,-15,18.004,0.514,1.75,-2.058,13.752
130,30,-5,-20.576,-1.543,1.75,0,-2.767
130,30,-5,-18.004,1.029,0.6,2.058,-3.395
130,30,-5,-10.288,-1.029,-0.65,-0.514,-1.152
130,30,-5,-5.144,2.058,1.75,1.543,2.894
130,30,-5,5.144,0,1.75,-1.029,4.268
130,30,-5,15.432,-2.058,0.6,1.029,-0.777
130,30,-5,18.004,0.514,-0.65,-1.543,6.709
130,35,-85,-20.576,2.058,1.75,0.514,10.862
130,35,-85,-15.432,0,0.6,-2.058,14.869
130,35,-85,-5.144,-2.058,0.6,0,12.123
130,35,-85,0,0.514,-0.65,2.058,13.127
130,35,-85,10.288,-1.029,1.75,-0.514,16.786
130,35,-75,-20.576,2.058,-0.65,1.029,9.21
130,35,-75,-15.432,0.514,1.75,-1.543,14.701
130,35,-75,-5.144,-1.543,1.75,0.514,12.011
130,35,-75,10.288,-1.029,-0.65,0,14.878
130,35,-75,15.432,2.058,1.75,2.058,18.342
130,35,-65,-18.004,-2.058,0.6,1.543,2.349
130,35,-65,-15.432,0.514,-0.65,-1.029,12.52
130,35,-65,-5.144,-1.029,1.75,1.029,11.395
130,35,-65,10.288,-0.514,0.6,0.514,14.525
130,35,-55,-18.004,-1.543,1.75,2.058,1.427
130,35,-55,-15.432,1.029,0.6,-0.514,11.427
130,35,-55,-5.144,-1.029,0.6,1.543,8.65
130,35,-55,10.288,0,1.75,1.029,13.862
130,35,-45,-18.004,-1.029,1.75,-2.058,9.453
130,35,-45,-15.432,1.543,1.75,0,10.391
130,35,-45,-5.144,-0.514,1.75,2.058,7.672
130,35,-45,0,2.058,0.6,-0.514,13.923
130,35,-45,10.288,0,-0.65,1.543,8.118
130,35,-45,18.004,-1.543,1.75,-1.029,16.753
130,35,-45,20.576,1.029,1.75,1.029,17.54
130,35,-35,-18.004,-1.029,0.6,-1.543,4.893
130,35,-35,-15.432,1.543,-0.65,0.514,3.834
