Tension,Alpha,Beta,Wv,Cv,Ytp1,V,Initial_heel_angle
75,55,-85,5.144,-1.543,-0.65,1.029,5.977
75,55,-85,10.288,1.543,1.75,-1.543,18.704
75,55,-85,18.004,-0.514,1.75,0.514,13.032
75,55,-75,-18.004,0,-0.65,0,5.246
75,55,-75,-10.288,-1.543,1.75,2.058,0.493
75,55,-75,-5.144,1.029,1.75,-0.514,10.619
75,55,-75,5.144,-1.029,0.6,1.543,5.814
75,55,-75,10.288,1.543,-0.65,-1.029,14.432
75,55,-75,18.004,0,1.75,1.029,12.578
75,55,-65,-20.576,-2.058,1.75,-1.543,4.369
75,55,-65,-18.004,0.514,0.6,0.514,4.682
75,55,-65,-10.288,-1.543,-0.65,-2.058,8.1
75,55,-65,-5.144,1.543,1.75,0,10.098
75,55,-65,5.144,-0.514,1.75,2.058,5.422
75,55,-65,10.288,2.058,0.6,-0.514,14.088
75,55,-65,18.004,0,0.6,1.543,10.992
75,55,-55,-20.576,-1.543,1.75,-1.029,3.51
75,55,-55,-18.004,1.029,1.75,1.029,3.889
75,55,-55,-10.288,-1.029,0.6,-1.543,7.308
75,55,-55,-5.144,1.543,0.6,0.514,8.318
75,55,-55,5.144,0,1.75,-2.058,11.479
75,55,-55,15.432,-2.058,1.75,0,9.008
75,55,-55,18.004,0.514,1.75,2.058,10.275
75,55,-45,-20.576,-1.543,0.6,-0.514,1.284
75,55,-45,-18.004,1.029,-0.65,1.543,1.269
75,55,-45,-10.288,-0.514,1.75,-1.029,6.442
75,55,-45,-5.144,2.058,1.75,1.029,7.493
75,55,-45,5.144,0,0.6,-1.543,8.556
75,55,-45,15.432,-2.058,-0.65,0.514,4.982
75,55,-35,-20.576,-1.029,1.75,0,0.322
75,55,-35,-18.004,1.543,0.6,2.058,0.376
75,55,-35,-10.288,-0.514,-0.65,-0.514,3.398
75,55,-35,0,-2.058,1.75,1.543,-1.009
75,55,-35,5.144,0.514,1.75,-1.029,7.743
75,55,-35,15.432,-1.543,0.6,1.029,4.157
75,55,-35,18.004,1.029,-0.65,-1.543,12.921
75,55,-25,-20.576,-0.514,1.75,0.514,-1.277
75,55,-25,-18.004,2.058,1.75,-2.058,10.833
75,55,-25,-10.288,0,0.6,0,2.596
75,55,-25,0,-2.058,0.6,2.058,-5.108
75,55,-25,5.144,1.029,1.75,-0.514,6.18
75,55,-25,15.432,-1.029,1.75,1.543,3.235
75,55,-25,18.004,1.543,0.6,-1.029,12.03
75,55,-15,-20.576,-0.514,0.6,1.029,-4.229
75,55,-15,-15.432,-2.058,1.75,-1.543,0.663
75,55,-15,-10.288,0.514,1.75,0.514,1.682
75,55,-15,0,-1.543,0.6,-2.058,2.619
75,55,-15,5.144,1.029,0.6,0,3.298
75,55,-15,15.432,-1.029,-0.65,2.058,-1.088
75,55,-15,18.004,2.058,1.75,-0.514,10.963
75,55,-5,-20.576,0,1.75,1.543,-5.351
75,55,-5,-15.432,-2.058,0.6,-1.029,-1.915
75,55,-5,-10.288,0.514,-0.65,1.029,-1.233
75,55,-5,0,-1.029,1.75,-1.543,1.777
75,55,-5,5.144,1.543,1.75,0.514,2.414
75,55,-5,15.432,-0.514,0.6,-2.058,5.888
75,55,-5,18.004,2.058,-0.65,0,6.442
75,60,-85,-18.004,-1.029,1.75,2.058,-0.347
75,60,-85,-15.432,1.543,0.6,-0.514,9.295
75,60,-85,-5.144,-0.514,0.6,1.543,6.731
75,60,-85,5.144,-2.058,1.75,-1.029,9.746
75,60,-85,10.288,0.514,1.75,1.029,10.812
75,60,-85,18.004,-1.543,0.6,-1.543,14.463
75,60,-85,20.576,1.029,0.6,0.514,14.87
75,60,-75,-18.004,-0.514,1.75,-2.058,7.728
75,60,-75,-15.432,2.058,1.75,0,9.008
75,60,-75,-5.144,0,1.75,2.058,6.515
75,60,-75,5.144,-2.058,0.6,-0.514,8.511
75,60,-75,10.288,0.514,-0.65,1.543,9.652
75,60,-75,18.004,-1.029,1.75,-1.029,14.207
75,60,-75,20.576,1.543,1.75,1.029,14.614
75,60,-65,-18.004,-0.514,0.6,-1.543,6.184
75,60,-65,-15.432,2.058,-0.65,0.514,7.014
75,60,-65,-5.144,0.514,1.75,-2.058,12.799
75,60,-65,5.144,-1.543,1.75,0,8.096
75,60,-65,10.288,1.029,0.6,2.058,9.246
75,60,-65,18.004,-1.029,-0.65,-0.514,12.924
75,60,-65,20.576,2.058,1.75,1.543,13.871
75,60,-55,-18.004,0,1.75,-1.029,5.384
75,60,-55,-10.288,-2.058,0.6,1.029,1.433
75,60,-55,-5.144,0.514,-0.65,-1.543,9.647
75,60,-55,5.144,-1.029,1.75,0.514,7.325
75,60,-55,18.004,-0.514,0.6,0,12.088
75,60,-55,20.576,2.058,0.6,2.058,12.469
75,60,-45,-18.004,0.514,1.75,-0.514,4.166
75,60,-45,-10.288,-1.543,1.75,1.543,0.497
75,60,-45,-5.144,1.029,0.6,-1.029,8.907
75,60,-45,5.144,-1.029,0.6,1.029,4.596
75,60,-45,10.288,2.058,1.75,-1.543,17.27
75,60,-45,18.004,0,1.75,0.514,11.115
75,60,-35,-20.576,-2.058,0.6,-2.058,1.257
75,60,-35,-18.004,0.514,0.6,0,1.613
75,60,-35,-10.288,-1.543,-0.65,2.058,-3.845
75,60,-35,-5.144,1.543,1.75,-0.514,8.042
75,60,-35,5.144,-0.514,1.75,1.543,3.753
75,60,-35,10.288,2.058,0.6,-1.029,12.284
75,60,-35,18.004,0,-0.65,1.029,7.609
75,60,-25,-18.004,1.029,1.75,0.514,0.555
75,60,-25,-10.288,-1.029,0.6,-2.058,3.649
75,60,-25,-5.144,1.543,-0.65,0,4.234
75,60,-25,5.144,0,1.75,2.058,2.304
75,60,-25,15.432,-2.058,1.75,-0.514,6.253
75,60,-25,18.004,0.514,0.6,1.543,6.598
75,60,-15,-20.576,-1.543,-0.65,-1.029,-2.663
75,60,-15,-18.004,1.543,1.75,1.029,-1.08
75,60,-15,-10.288,-0.514,1.75,-1.543,2.646
75,60,-15,-5.144,2.058,0.6,0.514,3.327
75,60,-15,5.144,0,-0.65,-2.058,4.713
75,60,-15,15.432,-1.543,1.75,0,4.543
75,60,-15,18.004,1.029,1.75,2.058,5.46
75,60,-5,-20.576,-1.029,0.6,-0.514,-3.807
75,60,-5,-18.004,1.543,0.6,1.543,-3.426
75,60,-5,-10.288,0,1.75,-1.029,1.075
75,60,-5,0,-2.058,1.75,1.029,-3.461
75,60,-5,5.144,0.514,0.6,-1.543,3.734
75,60,-5,15.432,-1.543,0.6,0.514,1.364
75,60,-5,18.004,1.543,1.75,-2.058,13.613
90,20,-85,-18.004,-2.058,1.75,0,2.263
90,20,-85,-15.432,0.514,0.6,2.058,3.422
90,20,-85,-5.144,-1.543,-0.65,-0.514,7.474
90,20,-85,0,1.543,1.75,1.543,8.43
90,20,-85,10.288,-0.514,1.75,-1.029,10.202
90,20,-85,15.432,2.058,0.6,1.029,11.531
90,20,-85,20.576,0,-0.65,-1.543,15.679
90,20,-75,-18.004,-1.543,1.75,0.514,1.942
90,20,-75,-15.432,1.029,1.75,-2.058,11.443
90,20,-75,-5.144,-1.029,0.6,0,7.367
90,20,-75,0,1.543,0.6,2.058,8.082
90,20,-75,10.288,0,1.75,-0.514,9.948
90,20,-75,18.004,-2.058,1.75,1.543,4.529
90,20,-75,20.576,0.514,0.6,-1.029,15.364
90,20,-65,-15.432,1.543,1.75,-1.543,11.048
90,20,-65,-5.144,-0.514,1.75,0.514,7.133
90,20,-65,10.288,0,0.6,0,9.374
90,20,-65,18.004,-2.058,-0.65,2.058,2.009
90,20,-65,20.576,1.029,1.75,-0.514,14.912
90,20,-55,-18.004,-1.029,1.75,1.543,-0.231
90,20,-55,-15.432,1.543,0.6,-1.029,8.544
90,20,-55,-5.144,-0.514,-0.65,1.029,4.324
90,20,-55,5.144,-2.058,1.75,-1.543,8.205
90,20,-55,10.288,0.514,1.75,0.514,8.987
90,20,-55,18.004,-1.543,0.6,-2.058,12.523
90,20,-55,20.576,1.029,-0.65,0,11.815
90,20,-45,-18.004,-0.514,1.75,2.058,-1.144
90,20,-45,-15.432,2.058,1.75,-0.514,7.985
90,20,-45,-5.144,0,0.6,1.543,3.984
90,20,-45,5.144,-2.058,-0.65,-1.029,4.339
90,20,-45,10.288,1.029,1.75,1.029,8.118
90,20,-45,18.004,-1.029,1.75,-1.543,11.932
90,20,-45,20.576,1.543,0.6,0.514,11.334
90,20,-35,-18.004,-0.514,-0.65,-2.058,1.478
90,20,-35,-10.288,-2.058,1.75,0,2.214
90,20,-35,-5.144,0.514,1.75,2.058,3.81
90,20,-35,5.144,-1.543,0.6,-0.514,4.287
90,20,-35,10.288,1.029,0.6,1.543,5.237
90,20,-35,18.004,-0.514,1.75,-1.029,10.326
90,20,-35,20.576,2.058,1.75,1.029,11.012
90,20,-25,-18.004,0,0.6,-1.543,1.413
90,20,-25,-10.288,-2.058,0.6,0.514,-1.439
90,20,-25,-5.144,1.029,1.75,-2.058,9.636
90,20,-25,5.144,-1.029,1.75,0,4.25
90,20,-25,10.288,1.543,1.75,2.058,5.164
90,20,-25,18.004,-0.514,0.6,-0.514,7.409
90,20,-25,20.576,2.058,-0.65,1.543,6.421
90,20,-15,-18.004,0.514,1.75,-1.029,1.29
90,20,-15,-10.288,-1.543,1.75,1.029,-1.499
90,20,-15,-5.144,1.029,0.6,-1.543,5.535
90,20,-15,5.144,-1.029,-0.65,0.514,-0.039
90,20,-15,10.288,2.058,1.75,-2.058,14.537
90,20,-15,18.004,0,1.75,0,7.26
90,20,-5,-20.576,-2.058,0.6,2.058,-14.193
90,20,-5,-18.004,0.514,-0.65,-0.514,-3.078
90,20,-5,-10.288,-1.029,1.75,1.543,-2.707
90,20,-5,-5.144,1.543,1.75,-1.029,5.584
90,20,-5,5.144,-0.514,0.6,1.029,0.104
90,20,-5,10.288,2.058,-0.65,-1.543,8.431
90,20,-5,18.004,0.514,1.75,0.514,5.886
90,25,-85,-20.576,1.543,0.6,-2.058,12.031
90,25,-85,-15.432,-0.514,0.6,0,5.995
90,25,-85,-10.288,2.058,-0.65,2.058,7.112
90,25,-85,0,0.514,1.75,-0.514,9.764
90,25,-85,10.288,-1.543,1.75,1.543,4.82
90,25,-85,15.432,1.029,0.6,-1.029,14.711
90,25,-85,20.576,-1.029,-0.65,1.029,11.316
90,25,-75,-20.576,2.058,1.75,-1.543,11.77
90,25,-75,-15.432,0,1.75,0.514,5.722
90,25,-75,-5.144,-2.058,0.6,-2.058,8.821
90,25,-75,0,0.514,-0.65,0,8.994
90,25,-75,10.288,-1.029,1.75,2.058,4.583
90,25,-75,15.432,1.543,1.75,-0.514,14.505
90,25,-75,20.576,-0.514,0.6,1.543,11.056
90,25,-65,-20.576,2.058,-0.65,-1.029,9.156
90,25,-65,-15.432,0.514,1.75,1.029,5.255
90,25,-65,-5.144,-1.543,1.75,-1.543,8.585
90,25,-65,0,1.029,0.6,0.514,8.813
90,25,-65,10.288,-1.029,-0.65,-2.058,11.03
90,25,-65,15.432,2.058,1.75,0,14.025
90,25,-65,20.576,0,1.75,2.058,10.646
90,25,-55,-18.004,-2.058,0.6,-0.514,3.014
90,25,-55,-15.432,0.514,0.6,1.543,3.914
90,25,-55,-5.144,-1.029,1.75,-1.029,8.13
90,25,-55,0,1.543,1.75,1.029,8.477
90,25,-55,10.288,-0.514,0.6,-1.543,10.289
90,25,-55,15.432,2.058,0.6,0.514,12.032
90,25,-45,-18.004,-1.543,1.75,0,2.344
90,25,-45,-15.432,1.029,1.75,2.058,3.249
90,25,-45,-5.144,-1.029,0.6,-0.514,5.858
90,25,-45,0,1.543,-0.65,1.543,4.92
90,25,-45,10.288,0,1.75,-1.029,9.699
90,25,-45,18.004,-2.058,1.75,1.029,5.782
90,25,-45,20.576,0.514,0.6,-1.543,14.622
90,25,-35,-18.004,-1.543,-0.65,0.514,-2.509
90,25,-35,-15.432,1.543,1.75,-2.058,11.075
90,25,-35,-5.144,-0.514,1.75,0,5.592
90,25,-35,0,2.058,0.6,2.058,4.802
90,25,-35,10.288,0,-0.65,-0.514,5.09
90,25,-35,18.004,-1.543,1.75,1.543,4.167
90,25,-35,20.576,1.029,1.75,-1.029,14.166
90,25,-25,-18.004,-1.029,0.6,1.029,-2.767
90,25,-25,-15.432,1.543,-0.65,-1.543,5.081
90,25,-25,-5.144,0,1.75,0.514,4.222
90,25,-25,5.144,-2.058,1.75,-2.058,5.364
90,25,-25,10.288,0.514,0.6,0,4.962
90,25,-25,18.004,-1.543,0.6,2.058,-0.202
90,25,-25,20.576,1.543,1.75,-0.514,12.571
90,25,-15,-18.004,-0.514,1.75,1.543,-3.084
90,25,-15,-15.432,2.058,0.6,-1.029,4.942
90,25,-15,-5.144,0,0.6,1.029,1.374
90,25,-15,5.144,-1.543,1.75,-1.543,4.021
90,25,-15,10.288,1.029,1.75,0.514,4.764
90,25,-15,18.004,-1.029,0.6,-2.058,7.735
90,25,-15,20.576,1.543,0.6,0,8.739
90,25,-5,-18.004,-0.514,-0.65,2.058,-8.322
90,25,-5,-10.288,-2.058,1.75,-0.514,-0.021
90,25,-5,-5.144,0.514,1.75,1.543,1.234
90,25,-5,5.144,-1.543,0.6,-1.029,1.468
90,25,-5,10.288,1.029,-0.65,1.029,0.93
90,25,-5,18.004,-0.514,1.75,-1.543,7.407
90,25,-5,20.576,2.058,1.75,0.514,8.401
90,30,-85,-20.576,0.514,0.6,0.514,4.254
90,30,-85,-15.432,-1.543,-0.65,-2.058,7.521
90,30,-85,-10.288,1.543,1.75,0,9.819
90,30,-85,0,-0.514,1.75,2.058,6.029
90,30,-85,5.144,2.058,0.6,-0.514,13.716
90,30,-85,15.432,0,0.6,1.543,10.747
90,30,-85,20.576,-1.543,1.75,-1.029,15.535
90,30,-75,-20.576,1.029,1.75,1.029,3.884
90,30,-75,-15.432,-1.029,0.6,-1.543,7.28
90,30,-75,-10.288,1.543,0.6,0.514,8.67
90,30,-75,0,0,1.75,-2.058,12.057
90,30,-75,10.288,-2.058,1.75,0,8.573
90,30,-75,15.432,0.514,1.75,2.058,10.531
90,30,-75,20.576,-1.543,0.6,-0.514,14.379
90,30,-65,-20.576,1.029,-0.65,1.543,3.109
90,30,-65,-15.432,-0.514,1.75,-1.029,6.856
90,30,-65,-10.288,2.058,1.75,1.029,8.296
90,30,-65,0,0,0.6,-1.543,10.561
90,30,-65,10.288,-2.058,-0.65,0.514,6.63
90,30,-65,20.576,-1.029,1.75,0,13.943
90,30,-55,-20.576,1.543,0.6,2.058,2.166
90,30,-55,-15.432,-0.514,-0.65,-0.514,4.456
90,30,-55,-5.144,-2.058,1.75,1.543,1.259
90,30,-55,0,0.514,1.75,-1.029,10.178
90,30,-55,10.288,-1.543,0.6,1.029,5.84
90,30,-55,15.432,1.029,-0.65,-1.543,14.271
90,30,-55,20.576,-0.514,1.75,0.514,13.22
90,30,-45,-20.576,2.058,1.75,-2.058,13.104
90,30,-45,-15.432,0,0.6,0,3.838
90,30,-45,-5.144,-2.058,0.6,2.058,-2.789
90,30,-45,0,1.029,1.75,-0.514,9.25
90,30,-45,10.288,-1.029,1.75,1.543,5.185
90,30,-45,15.432,1.543,0.6,-1.029,13.704
90,30,-45,20.576,-0.514,0.6,1.029,10.107
90,30,-35,-18.004,-2.058,1.75,-1.543,2.989
90,30,-35,-15.432,0.514,1.75,0.514,3.324
90,30,-35,-5.144,-1.543,0.6,-2.058,5.229
90,30,-35,0,1.029,0.6,0,5.774
90,30,-35,10.288,-1.029,-0.65,2.058,-0.162
90,30,-35,15.432,2.058,1.75,-0.514,13.217
90,30,-35,20.576,0,1.75,1.543,9.548
90,30,-25,-18.004,-2.058,0.6,-1.029,-0.04
90,30,-25,-15.432,0.514,-0.65,1.029,-0.594
90,30,-25,-5.144,-1.029,1.75,-1.543,4.937
90,30,-25,0,1.543,1.75,0.514,5.521
90,30,-25,10.288,-0.514,0.6,-2.058,6.943
90,30,-25,15.432,2.058,-0.65,0,7.749
90,30,-25,20.576,0.514,1.75,2.058,7.839
90,30,-15,-18.004,-1.543,1.75,-0.514,-0.472
90,30,-15,-15.432,1.029,0.6,1.543,-0.928
90,30,-15,-5.144,-1.029,-0.65,-1.029,1.133
90,30,-15,0,2.058,1.75,1.029,4.142
90,30,-15,10.288,0,1.75,-1.543,6.555
90,30,-15,18.004,-2.058,0.6,0.514,2.595
90,30,-15,20.576,0.514,-0.65,-2.058,11.099
90,30,-5,-18.004,-1.029,1.75,0,-1.973
90,30,-5,-15.432,1.543,1.75,2.058,-1.354
90,30,-5,-5.144,-0.514,0.6,-0.514,0.954
90,30,-5,0,2.058,0.6,1.543,1.308
90,30,-5,10.288,0.514,1.75,-1.029,5.025
90,30,-5,18.004,-1.543,1.75,1.029,2.165
90,30,-5,20.576,1.029,0.6,-1.543,10.685
90,35,-85,-20.576,-0.514,0.6,-1.543,6.328
90,35,-85,-18.004,2.058,-0.65,0.514,7.192
90,35,-85,-10.288,0.514,1.75,-2.058,13.219
90,35,-85,0,-1.543,1.75,0,9.019
90,35,-85,5.144,1.029,0.6,2.058,9.757
90,35,-85,15.432,-1.029,-0.65,-0.514,13.018
90,35,-85,18.004,2.058,1.75,1.543,13.864
90,35,-75,-20.576,0,1.75,-1.029,5.979
90,35,-75,-15.432,-2.058,0.6,1.029,1.611
90,35,-75,-10.288,0.514,-0.65,-1.543,11.291
90,35,-75,0,-1.029,1.75,0.514,8.822
90,35,-75,15.432,-0.514,0.6,0,12.822
90,35,-75,18.004,2.058,0.6,2.058,13.162
90,35,-65,-20.576,0.514,1.75,-0.514,5.367
90,35,-65,-15.432,-1.543,1.75,1.543,1.088
90,35,-65,-10.288,1.029,0.6,-1.029,10.97
90,35,-65,0,-1.029,0.6,1.029,7.294
90,35,-65,15.432,0,1.75,0.514,12.418
90,35,-65,20.576,-2.058,0.6,-2.058,16.245
90,35,-55,-20.576,0.514,0.6,0,3.853
90,35,-55,-15.432,-1.543,-0.65,2.058,-2.737
90,35,-55,-10.288,1.543,1.75,-0.514,10.43
90,35,-55,0,-0.514,1.75,1.543,6.82
90,35,-55,5.144,2.058,0.6,-1.029,14.591
90,35,-55,15.432,0,-0.65,1.029,9.555
90,35,-55,20.576,-1.543,1.75,-1.543,15.383
90,35,-45,-20.576,1.029,1.75,0.514,2.979
90,35,-45,-15.432,-1.029,0.6,-2.058,5.473
90,35,-45,-10.288,1.543,-0.65,0,5.857
90,35,-45,0,0,1.75,2.058,5.824
90,35,-45,10.288,-2.058,1.75,-0.514,8.363
90,35,-45,15.432,0.514,0.6,1.543,8.884
90,35,-45,20.576,-1.543,-0.65,-1.029,11.438
90,35,-35,-20.576,1.543,1.75,1.029,1.232
90,35,-35,-15.432,-0.514,1.75,-1.543,4.863
90,35,-35,-10.288,2.058,0.6,0.514,5.397
90,35,-35,0,0,-0.65,-2.058,6.664
90,35,-35,10.288,-1.543,1.75,0,6.617
90,35,-35,15.432,1.029,1.75,2.058,8.271
90,35,-35,20.576,-1.029,0.6,-0.514,10.875
90,35,-25,-20.576,1.543,0.6,1.543,-1.585
90,35,-25,-15.432,0,1.75,-1.029,3.227
90,35,-25,-5.144,-2.058,1.75,1.029,-0.314
90,35,-25,0,0.514,0.6,-1.543,6.361
90,35,-25,10.288,-1.543,0.6,0.514,2.936
90,35,-25,15.432,1.543,1.75,-2.058,16.535
90,35,-25,20.576,-0.514,1.75,0,10.226
90,35,-15,-20.576,2.058,1.75,2.058,-2.237
90,35,-15,-15.432,0,0.6,-0.514,0.209
90,35,-15,-5.144,-2.058,-0.65,1.543,-5.757
90,35,-15,0,1.029,1.75,-1.029,5.951
90,35,-15,10.288,-1.029,1.75,1.029,2.444
90,35,-15,15.432,1.543,0.6,-1.543,11.364
90,35,-15,20.576,-0.514,-0.65,0.514,5.662
90,35,-5,-18.004,-2.058,1.75,-2.058,-0.667
90,35,-5,-15.432,0.514,1.75,0,-0.347
90,35,-5,-5.144,-1.543,0.6,2.058,-6.173
90,35,-5,0,1.029,-0.65,-0.514,1.347
90,35,-5,10.288,-0.514,1.75,1.543,0.931
90,35,-5,15.432,2.058,1.75,-1.029,10.728
90,35,-5,20.576,0,0.6,1.029,5.12
90,38,-85,-20.576,-1.543,0.6,1.029,1.29
90,38,-85,-18.004,1.543,1.75,-1.543,12.631
90,38,-85,-10.288,-0.514,1.75,0.514,8.595
90,38,-85,5.144,0,0.6,0,10.841
90,38,-85,15.432,-2.058,-0.65,2.058,3.344
90,38,-85,18.004,1.029,1.75,-0.514,16.738
90,38,-75,-20.576,-1.029,1.75,1.543,0.859
90,38,-75,-18.004,1.543,0.6,-1.029,10.432
90,38,-75,-10.288,-0.514,-0.65,1.029,7.277
90,38,-75,0,-2.058,1.75,-1.543,10.34
90,38,-75,5.144,0.514,1.75,0.514,10.728
90,38,-75,15.432,-1.543,0.6,-2.058,14.202
90,38,-75,18.004,1.029,-0.65,0,14.652
90,38,-65,-18.004,2.058,1.75,-0.514,9.949
90,38,-65,-10.288,0,0.6,1.543,6.848
90,38,-65,0,-2.058,-0.65,-1.029,9.213
90,38,-65,5.144,1.029,1.75,1.029,10.265
90,38,-65,15.432,-1.029,1.75,-1.543,13.773
90,38,-65,18.004,1.543,0.6,0.514,14.25
90,38,-55,-20.576,-0.514,-0.65,-2.058,4.979
90,38,-55,-15.432,-2.058,1.75,0,4.152
90,38,-55,-10.288,0.514,1.75,2.058,6.202
90,38,-55,0,-1.543,0.6,-0.514,8.487
90,38,-55,5.144,1.029,0.6,1.543,9.092
90,38,-55,15.432,-0.514,1.75,-1.029,12.981
90,38,-55,18.004,2.058,1.75,1.029,13.625
90,38,-45,-20.576,0,0.6,-1.543,4.188
90,38,-45,-15.432,-2.058,0.6,0.514,0.746
90,38,-45,-10.288,1.029,1.75,-2.058,12.917
90,38,-45,0,-1.029,1.75,0,7.816
90,38,-45,5.144,1.543,1.75,2.058,8.386
90,38,-45,15.432,-0.514,0.6,-0.514,10.449
90,38,-45,18.004,2.058,-0.65,1.543,9.563
90,38,-35,-20.576,0.514,1.75,-1.029,3.449
90,38,-35,-10.288,1.029,0.6,-1.543,8.412
90,38,-35,0,-1.029,-0.65,0.514,3.277
90,38,-35,5.144,2.058,1.75,-2.058,18.259
90,38,-35,15.432,0,1.75,0,9.756
90,38,-35,20.576,-2.058,0.6,2.058,0.775
90,38,-25,-20.576,0.514,-0.65,-0.514,-0.987
90,38,-25,-15.432,-1.029,1.75,1.543,-1.613
90,38,-25,-10.288,1.543,1.75,-1.029,7.817
90,38,-25,0,-0.514,0.6,1.029,2.898
90,38,-25,5.144,2.058,-0.65,-1.543,10.706
90,38,-25,15.432,0.514,1.75,0.514,7.95
90,38,-25,20.576,-1.543,1.75,-2.058,11.723
90,38,-15,-20.576,1.029,0.6,0,-1.615
90,38,-15,-15.432,-1.029,0.6,2.058,-5.846
90,38,-15,-10.288,2.058,1.75,-0.514,6.112
90,38,-15,0,0,1.75,1.543,2.415
90,38,-15,10.288,-2.058,0.6,-1.029,3.627
90,38,-15,15.432,0.514,0.6,1.029,4.987
90,38,-15,20.576,-1.029,1.75,-1.543,9.841
90,38,-5,-20.576,1.543,1.75,0.514,-2.34
90,38,-5,-15.432,-0.514,0.6,-2.058,0.412
90,38,-5,-10.288,2.058,0.6,0,2.201
90,38,-5,0,0,-0.65,2.058,-2.048
90,38,-5,10.288,-1.543,1.75,-0.514,3.009
90,38,-5,15.432,1.029,1.75,1.543,4.322
90,38,-5,20.576,-1.029,0.6,-1.029,6.741
90,40,-85,-18.004,0.514,1.75,1.029,6.135
90,40,-85,-10.288,-1.543,1.75,-1.543,9.889
90,40,-85,-5.144,1.029,0.6,0.514,10.44
90,40,-85,5.144,-1.029,-0.65,-2.058,11.728
90,40,-85,10.288,2.058,1.75,0,14.531
90,40,-85,18.004,0,1.75,2.058,11.649
90,40,-75,-20.576,-2.058,0.6,-0.514,4.219
90,40,-75,-18.004,0.514,0.6,1.543,5.171
90,40,-75,-10.288,-1.029,1.75,-1.029,9.555
90,40,-75,-5.144,1.543,1.75,1.029,10.305
90,40,-75,5.144,-0.514,0.6,-1.543,11.621
90,40,-75,10.288,2.058,0.6,0.514,12.974
90,40,-65,-20.576,-1.543,1.75,0,3.632
90,40,-65,-18.004,1.029,1.75,2.058,4.595
90,40,-65,-10.288,-1.029,0.6,-0.514,8.733
90,40,-65,-5.144,1.543,-0.65,1.543,9.376
90,40,-65,5.144,0,1.75,-1.029,11.283
90,40,-65,15.432,-2.058,1.75,1.029,7.416
90,40,-55,-20.576,-1.543,-0.65,0.514,0.524
90,40,-55,-18.004,1.543,1.75,-2.058,13.674
90,40,-55,-10.288,-0.514,1.75,0,8.1
90,40,-55,-5.144,2.058,0.6,2.058,8.561
90,40,-55,5.144,0,-0.65,-0.514,8.531
90,40,-55,15.432,-1.543,1.75,1.543,6.621
90,40,-55,18.004,1.029,1.75,-1.029,17.076
90,40,-45,-20.576,-1.029,0.6,1.029,-0.349
90,40,-45,-18.004,1.543,-0.65,-1.543,8.163
90,40,-45,-10.288,0,1.75,0.514,6.901
90,40,-45,0,-2.058,1.75,-2.058,8.571
90,40,-45,5.144,0.514,0.6,0,7.882
90,40,-45,15.432,-1.543,0.6,2.058,2.556
90,40,-45,18.004,1.543,1.75,-0.514,15.198
90,40,-35,-20.576,-0.514,1.75,1.543,-1.176
90,40,-35,-18.004,2.058,0.6,-1.029,7.511
90,40,-35,-10.288,0,0.6,1.029,3.686
90,40,-35,0,-1.543,1.75,-1.543,6.876
90,40,-35,5.144,1.029,1.75,0.514,7.263
90,40,-35,15.432,-1.029,0.6,-2.058,10.176
90,40,-35,18.004,1.543,0.6,0,11.142
90,40,-25,-20.576,-0.514,-0.65,2.058,-6.222
90,40,-25,-15.432,-2.058,1.75,-0.514,1.375
90,40,-25,-10.288,0.514,1.75,1.543,3.026
90,40,-25,0,-1.543,0.6,-1.029,4.11
90,40,-25,5.144,1.029,-0.65,1.029,3.359
90,40,-25,15.432,-0.514,1.75,-1.543,9.428
90,40,-25,18.004,2.058,1.75,0.514,10.395
90,40,-15,-20.576,0,0.6,-2.058,0.972
90,40,-15,-15.432,-2.058,-0.65,0,-3.221
90,40,-15,-10.288,1.029,1.75,2.058,1.382
90,40,-15,0,-1.029,1.75,-0.514,3.57
90,40,-15,5.144,1.543,0.6,1.543,2.879
90,40,-15,15.432,-0.514,-0.65,-1.029,4.981
90,40,-15,20.576,-2.058,1.75,1.029,3.161
90,40,-5,-20.576,0.514,1.75,-1.543,0.219
90,40,-5,-15.432,-1.543,0.6,0.514,-3.882
90,40,-5,-10.288,1.029,-0.65,-2.058,4.377
90,40,-5,0,-0.514,1.75,0,2.049
90,40,-5,5.144,2.058,1.75,2.058,2.297
90,40,-5,15.432,0,0.6,-0.514,4.325
90,40,-5,20.576,-2.058,0.6,1.543,-1.288
90,45,-85,-18.004,-0.514,1.75,-1.029,7.75
90,45,-85,-15.432,2.058,1.75,1.029,8.424
90,45,-85,-5.144,0,0.6,-1.543,12.232
90,45,-85,5.144,-2.058,-0.65,0.514,7.488
90,45,-85,18.004,-1.029,1.75,0,14.702
90,45,-85,20.576,1.543,0.6,2.058,15.174
90,45,-75,-18.004,-0.514,-0.65,-0.514,6.903
90,45,-75,-10.288,-2.058,1.75,1.543,2.071
90,45,-75,-5.144,0.514,1.75,-1.029,12.147
90,45,-75,5.144,-1.543,0.6,1.029,7.337
90,45,-75,10.288,1.029,-0.65,-1.543,16.238
90,45,-75,18.004,-0.514,1.75,0.514,14.229
90,45,-65,-18.004,0,0.6,0,6.351
90,45,-65,-10.288,-2.058,0.6,2.058,-0.573
90,45,-65,-5.144,1.029,1.75,-0.514,11.622
90,45,-65,5.144,-1.029,1.75,1.543,6.939
